,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,ai_impact,tasks,ai_models,ai_workload_ratio,domain
5799,2024,SE,FT,Data Scientist,240000,USD,240000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5800,2024,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5801,2024,SE,FT,Data Scientist,200000,USD,200000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5802,2024,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5803,2024,SE,FT,Data Scientist,500000,USD,500000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5804,2024,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5805,2024,MI,FT,Data Scientist,189100,USD,189100,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5806,2024,MI,FT,Data Scientist,154360,USD,154360,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5807,2024,MI,FT,Data Scientist,110000,USD,110000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5808,2024,MI,FT,Data Scientist,90000,USD,90000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5809,2024,SE,FT,Data Scientist,129100,USD,129100,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5810,2024,SE,FT,Data Scientist,107800,USD,107800,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5811,2024,SE,FT,Data Scientist,151800,USD,151800,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5812,2024,SE,FT,Data Scientist,126900,USD,126900,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5813,2024,SE,FT,Data Scientist,281000,USD,281000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5814,2024,SE,FT,Data Scientist,206000,USD,206000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5815,2024,SE,FT,Data Scientist,235400,USD,235400,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5816,2024,SE,FT,Data Scientist,209720,USD,209720,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5817,2024,SE,FT,Data Scientist,250200,USD,250200,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5818,2024,SE,FT,Data Scientist,117200,USD,117200,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5819,2024,EN,FT,Data Scientist,194500,USD,194500,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5820,2024,EN,FT,Data Scientist,125500,USD,125500,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5821,2024,SE,FT,Data Scientist,286000,USD,286000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5822,2024,SE,FT,Data Scientist,110000,USD,110000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5823,2024,SE,FT,Data Scientist,264000,USD,264000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5824,2024,SE,FT,Data Scientist,132000,USD,132000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5825,2024,MI,FT,Data Scientist,172000,USD,172000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5826,2024,MI,FT,Data Scientist,75600,USD,75600,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5827,2024,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5828,2024,SE,FT,Data Scientist,117000,USD,117000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5829,2024,SE,FT,Data Scientist,218500,USD,218500,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5830,2024,SE,FT,Data Scientist,109300,USD,109300,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5831,2024,SE,FT,Data Scientist,200000,USD,200000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5832,2024,SE,FT,Data Scientist,163000,USD,163000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5833,2024,SE,FT,Data Scientist,220900,USD,220900,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5834,2024,SE,FT,Data Scientist,122200,USD,122200,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5835,2024,SE,FT,Data Scientist,126847,USD,126847,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5836,2024,SE,FT,Data Scientist,93757,USD,93757,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5837,2024,EN,FT,Data Scientist,92000,USD,92000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5838,2024,EN,FT,Data Scientist,69722,USD,69722,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5839,2024,SE,FT,Data Scientist,149000,USD,149000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5840,2024,SE,FT,Data Scientist,115000,USD,115000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5841,2024,SE,FT,Data Scientist,184700,USD,184700,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5842,2024,SE,FT,Data Scientist,104400,USD,104400,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5843,2024,SE,FT,Data Scientist,257600,USD,257600,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5844,2024,SE,FT,Data Scientist,146000,USD,146000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5845,2024,SE,FT,Data Scientist,151800,USD,151800,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5846,2024,SE,FT,Data Scientist,126900,USD,126900,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5847,2024,SE,FT,Data Scientist,129100,USD,129100,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5848,2024,SE,FT,Data Scientist,107800,USD,107800,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5849,2024,SE,FT,Data Scientist,151800,USD,151800,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5850,2024,SE,FT,Data Scientist,126900,USD,126900,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5851,2024,SE,FT,Data Scientist,213000,USD,213000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5852,2024,SE,FT,Data Scientist,120700,USD,120700,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5853,2024,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5854,2024,MI,FT,Data Scientist,160000,USD,160000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5855,2024,SE,FT,Data Scientist,125000,USD,125000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5856,2024,SE,FT,Data Scientist,122000,USD,122000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5857,2024,SE,FT,Data Scientist,235400,USD,235400,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5858,2024,SE,FT,Data Scientist,212109,USD,212109,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5859,2024,SE,FT,Data Scientist,223500,USD,223500,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5860,2024,SE,FT,Data Scientist,109100,USD,109100,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5861,2024,MI,FT,Data Scientist,154500,USD,154500,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5862,2024,MI,FT,Data Scientist,75705,USD,75705,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5863,2024,MI,FT,Data Scientist,235400,USD,235400,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5864,2024,MI,FT,Data Scientist,212109,USD,212109,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5865,2024,SE,FT,Data Scientist,234000,USD,234000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5866,2024,SE,FT,Data Scientist,117000,USD,117000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5867,2024,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5868,2024,SE,FT,Data Scientist,90000,USD,90000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5869,2024,SE,FT,Data Scientist,188500,USD,188500,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5870,2024,SE,FT,Data Scientist,165100,USD,165100,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5871,2024,MI,FT,Data Scientist,128300,USD,128300,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5872,2024,MI,FT,Data Scientist,85500,USD,85500,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5873,2024,SE,FT,Data Scientist,234000,USD,234000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5874,2024,SE,FT,Data Scientist,117000,USD,117000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5875,2024,SE,FT,Data Scientist,216000,USD,216000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5876,2024,SE,FT,Data Scientist,108000,USD,108000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5877,2024,MI,FT,Data Scientist,220000,USD,220000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5878,2024,MI,FT,Data Scientist,96600,USD,96600,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5879,2024,EN,FT,Data Scientist,172000,USD,172000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5880,2024,EN,FT,Data Scientist,75600,USD,75600,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5881,2024,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5882,2024,SE,FT,Data Scientist,90000,USD,90000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5883,2024,SE,FT,Data Scientist,273500,USD,273500,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5884,2024,SE,FT,Data Scientist,126600,USD,126600,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5885,2024,MI,FT,Data Scientist,150000,USD,150000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5886,2024,MI,FT,Data Scientist,128000,USD,128000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5887,2024,SE,FT,Data Scientist,266000,USD,266000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5888,2024,SE,FT,Data Scientist,165000,USD,165000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5889,2024,MI,FT,Data Scientist,80000,USD,80000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5890,2024,MI,FT,Data Scientist,80000,USD,80000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5891,2024,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5892,2024,SE,FT,Data Scientist,110000,USD,110000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5893,2024,MI,FT,Data Scientist,140000,USD,140000,US,100,US,L,70%,180,1091,0.1649862511457378,Data & IT
5894,2024,SE,FT,Data Scientist,234000,USD,234000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5895,2024,SE,FT,Data Scientist,117000,USD,117000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5896,2024,SE,FT,Data Scientist,210100,USD,210100,IT,100,IT,M,70%,180,1091,0.1649862511457378,Data & IT
5897,2024,SE,FT,Data Scientist,98000,USD,98000,IT,100,IT,M,70%,180,1091,0.1649862511457378,Data & IT
5898,2024,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5899,2024,SE,FT,Data Scientist,135000,USD,135000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5900,2024,SE,FT,Data Scientist,257600,USD,257600,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5901,2024,SE,FT,Data Scientist,146000,USD,146000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5902,2024,SE,FT,Data Scientist,257600,USD,257600,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5903,2024,SE,FT,Data Scientist,146000,USD,146000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5904,2024,SE,FT,Data Scientist,213500,USD,213500,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5905,2024,SE,FT,Data Scientist,174000,USD,174000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5906,2024,SE,FT,Data Scientist,165000,USD,165000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5907,2024,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5908,2024,SE,FT,Data Scientist,172800,USD,172800,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5909,2024,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5910,2024,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5911,2024,SE,FT,Data Scientist,132000,USD,132000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5912,2024,SE,FT,Data Scientist,115700,USD,115700,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5913,2024,SE,FT,Data Scientist,115700,USD,115700,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5914,2024,SE,FT,Data Scientist,247008,USD,247008,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5915,2024,SE,FT,Data Scientist,209797,USD,209797,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5916,2024,SE,FT,Data Scientist,235400,USD,235400,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5917,2024,SE,FT,Data Scientist,188748,USD,188748,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5918,2024,SE,FT,Data Scientist,196900,USD,196900,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5919,2024,SE,FT,Data Scientist,175420,USD,175420,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5920,2024,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5921,2024,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5922,2024,SE,FT,Data Scientist,198000,USD,198000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5923,2024,SE,FT,Data Scientist,122500,USD,122500,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5924,2024,SE,FT,Data Scientist,173000,USD,173000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5925,2024,SE,FT,Data Scientist,115000,USD,115000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5926,2024,MI,FT,Data Scientist,247200,USD,247200,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5927,2024,MI,FT,Data Scientist,81400,USD,81400,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5928,2024,SE,FT,Data Scientist,256150,USD,256150,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5929,2024,SE,FT,Data Scientist,182850,USD,182850,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5930,2024,EN,FT,Data Scientist,97525,USD,97525,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5931,2024,EN,FT,Data Scientist,53950,USD,53950,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5932,2024,MI,FT,Data Scientist,196900,USD,196900,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5933,2024,MI,FT,Data Scientist,166698,USD,166698,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5934,2024,SE,FT,Data Scientist,223000,USD,223000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5935,2024,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5936,2024,SE,FT,Data Scientist,206000,USD,206000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5937,2024,SE,FT,Data Scientist,106605,USD,106605,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5938,2024,SE,FT,Data Scientist,185000,USD,185000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5939,2024,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5940,2024,SE,FT,Data Scientist,171210,USD,171210,CA,0,CA,M,70%,180,1091,0.1649862511457378,Data & IT
5941,2024,SE,FT,Data Scientist,92190,USD,92190,CA,0,CA,M,70%,180,1091,0.1649862511457378,Data & IT
5942,2024,SE,FT,Data Scientist,137930,USD,137930,CA,0,CA,M,70%,180,1091,0.1649862511457378,Data & IT
5943,2024,SE,FT,Data Scientist,74270,USD,74270,CA,0,CA,M,70%,180,1091,0.1649862511457378,Data & IT
5944,2024,MI,FT,Data Scientist,172000,USD,172000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5945,2024,MI,FT,Data Scientist,75600,USD,75600,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5946,2024,MI,FT,Data Scientist,137000,USD,137000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5947,2024,MI,FT,Data Scientist,60300,USD,60300,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5948,2024,EN,FT,Data Scientist,45000,GBP,56250,GB,0,GB,M,70%,180,1091,0.1649862511457378,Data & IT
5949,2024,EN,FT,Data Scientist,45000,GBP,56250,GB,0,GB,M,70%,180,1091,0.1649862511457378,Data & IT
5950,2024,MI,FT,Data Scientist,129800,USD,129800,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5951,2024,MI,FT,Data Scientist,72100,USD,72100,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5952,2024,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5953,2024,MI,FT,Data Scientist,140000,USD,140000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5954,2024,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5955,2024,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5956,2024,SE,FT,Data Scientist,200000,USD,200000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5957,2024,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5958,2024,MI,FT,Data Scientist,63600,EUR,70666,NL,0,NL,M,70%,180,1091,0.1649862511457378,Data & IT
5959,2024,MI,FT,Data Scientist,45600,EUR,50666,NL,0,NL,M,70%,180,1091,0.1649862511457378,Data & IT
5960,2024,SE,FT,Data Scientist,235400,USD,235400,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5961,2024,SE,FT,Data Scientist,215846,USD,215846,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5962,2024,MI,FT,Data Scientist,196900,USD,196900,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5963,2024,MI,FT,Data Scientist,180393,USD,180393,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5964,2024,SE,FT,Data Scientist,196900,USD,196900,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5965,2024,SE,FT,Data Scientist,191061,USD,191061,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5966,2024,SE,FT,Data Scientist,235400,USD,235400,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5967,2024,SE,FT,Data Scientist,213770,USD,213770,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5968,2024,SE,FT,Data Scientist,279400,USD,279400,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5969,2024,SE,FT,Data Scientist,248920,USD,248920,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5970,2024,SE,FT,Data Scientist,294000,USD,294000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5971,2024,SE,FT,Data Scientist,137600,USD,137600,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5972,2024,MI,FT,Data Scientist,49000,GBP,61250,GB,0,GB,M,70%,180,1091,0.1649862511457378,Data & IT
5973,2024,MI,FT,Data Scientist,38000,GBP,47500,GB,0,GB,M,70%,180,1091,0.1649862511457378,Data & IT
5974,2024,SE,FT,Data Scientist,194000,USD,194000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5975,2024,SE,FT,Data Scientist,116000,USD,116000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5976,2024,SE,FT,Data Scientist,185400,USD,185400,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5977,2024,SE,FT,Data Scientist,92700,USD,92700,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5978,2024,MI,FT,Data Scientist,124300,USD,124300,CA,0,CA,M,70%,180,1091,0.1649862511457378,Data & IT
5979,2024,MI,FT,Data Scientist,90400,USD,90400,CA,0,CA,M,70%,180,1091,0.1649862511457378,Data & IT
5980,2024,SE,FT,Data Scientist,206000,USD,206000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5981,2024,SE,FT,Data Scientist,106605,USD,106605,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5982,2024,MI,FT,Data Scientist,124300,USD,124300,CA,0,CA,M,70%,180,1091,0.1649862511457378,Data & IT
5983,2024,MI,FT,Data Scientist,90400,USD,90400,CA,0,CA,M,70%,180,1091,0.1649862511457378,Data & IT
5984,2024,SE,FT,Data Scientist,286000,USD,286000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5985,2024,SE,FT,Data Scientist,143000,USD,143000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5986,2024,SE,FT,Data Scientist,234000,USD,234000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5987,2024,SE,FT,Data Scientist,108000,USD,108000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5988,2024,SE,FT,Data Scientist,216000,USD,216000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5989,2024,SE,FT,Data Scientist,108000,USD,108000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5990,2024,EN,FT,Data Scientist,114400,USD,114400,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5991,2024,EN,FT,Data Scientist,69690,USD,69690,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
5992,2024,SE,FT,Data Scientist,164600,USD,164600,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5993,2024,SE,FT,Data Scientist,99200,USD,99200,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5994,2024,MI,FT,Data Scientist,154273,USD,154273,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5995,2024,MI,FT,Data Scientist,114028,USD,114028,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5996,2024,MI,FT,Data Scientist,137000,USD,137000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5997,2024,MI,FT,Data Scientist,60400,USD,60400,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5998,2024,SE,FT,Data Scientist,250000,USD,250000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
5999,2024,SE,FT,Data Scientist,110100,USD,110100,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6000,2024,MI,FT,Data Scientist,172000,USD,172000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6001,2024,MI,FT,Data Scientist,75600,USD,75600,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6002,2024,MI,FT,Data Scientist,172000,USD,172000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6003,2024,MI,FT,Data Scientist,75600,USD,75600,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6004,2024,MI,FT,Data Scientist,172000,USD,172000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6005,2024,MI,FT,Data Scientist,75600,USD,75600,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6006,2024,MI,FT,Data Scientist,172000,USD,172000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6007,2024,MI,FT,Data Scientist,75600,USD,75600,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6008,2024,SE,FT,Data Scientist,263600,USD,263600,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6009,2024,SE,FT,Data Scientist,119800,USD,119800,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6010,2024,SE,FT,Data Scientist,220000,USD,220000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6011,2024,SE,FT,Data Scientist,96600,USD,96600,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6012,2024,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6013,2024,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6014,2024,SE,FT,Data Scientist,268000,USD,268000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
6015,2024,SE,FT,Data Scientist,205000,USD,205000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
6016,2024,MI,FT,Data Scientist,180000,USD,180000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
6017,2024,MI,FT,Data Scientist,149000,USD,149000,US,100,US,M,70%,180,1091,0.1649862511457378,Data & IT
6018,2024,SE,FT,Data Scientist,130100,USD,130100,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6019,2024,SE,FT,Data Scientist,130100,USD,130100,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6020,2024,SE,FT,Data Scientist,158000,USD,158000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6021,2024,SE,FT,Data Scientist,92500,USD,92500,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6022,2024,SE,FT,Data Scientist,279400,USD,279400,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6023,2024,SE,FT,Data Scientist,250553,USD,250553,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6024,2024,MI,FT,Data Scientist,154660,USD,154660,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6025,2024,MI,FT,Data Scientist,134869,USD,134869,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6026,2024,SE,FT,Data Scientist,235400,USD,235400,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6027,2024,SE,FT,Data Scientist,202588,USD,202588,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6028,2024,MI,FT,Data Scientist,158000,USD,158000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6029,2024,MI,FT,Data Scientist,108000,USD,108000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6030,2024,MI,FT,Data Scientist,155000,USD,155000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6031,2024,MI,FT,Data Scientist,155000,USD,155000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6032,2024,SE,FT,Data Scientist,277000,USD,277000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
6033,2024,SE,FT,Data Scientist,173000,USD,173000,US,0,US,M,70%,180,1091,0.1649862511457378,Data & IT
